temperature,humidity,rainfall,crop,suitable
22.61,41.8,45.17,mustard,1
23.84,91.71,146.33,banana,0
13.3,81.78,188.9,mango,0
7.74,70.49,322.33,rice,0
18.15,73.5,76.24,potato,1
26.08,53.06,87.75,sorghum,1
25.2,55.88,110.52,maize,1
11.2,67.63,178.32,sorghum,0
24.16,47.95,64.59,wheat,1
16.04,24.96,90.19,maize,0
39.92,35.9,20.99,groundnut,0
16.03,66.83,92.99,potato,1
29.17,59.01,126.25,maize,1
19.35,57.33,44.99,onion,1
24.86,42.22,37.96,mustard,1
29.4,57.87,61.2,groundnut,1
25.16,46.05,97.03,cotton,1
32.94,41.99,3.38,potato,0
18.26,60.05,104.93,maize,1
34.44,20.1,325.75,mustard,0
12.98,44.54,23.57,mustard,1
33.23,46.18,3.16,onion,0
26.88,94.19,8.41,banana,0
28.72,48.55,51.87,sorghum,1
7.77,87.37,271.11,potato,0
41.61,71.36,269.94,onion,0
25.64,43.17,34.57,millet,1
49.71,52.42,36.9,banana,0
9.59,73.85,163.69,mango,0
32.98,59.7,7.41,potato,0
48.35,25.0,8.23,millet,0
46.37,57.42,108.44,rice,0
25.5,38.84,33.44,millet,1
32.73,50.23,61.82,sorghum,1
15.69,54.34,41.27,wheat,1
12.71,81.06,150.69,soybean,0
39.78,28.74,200.41,sorghum,0
27.14,50.9,51.95,sorghum,1
27.51,55.05,128.34,groundnut,0
24.3,55.42,105.57,mango,1
28.14,51.29,87.58,groundnut,1
26.13,51.63,68.39,groundnut,1
29.27,52.26,98.95,cotton,1
20.02,45.14,44.02,mustard,1
15.76,74.03,63.54,potato,1
14.42,71.93,146.04,mango,0
11.22,86.82,159.0,mango,0
24.89,50.43,59.76,wheat,1
34.89,23.48,0.0,mustard,0
47.04,23.91,19.54,sorghum,0
28.59,53.77,93.71,groundnut,1
6.85,61.86,120.99,sunflower,0
30.92,76.55,202.68,banana,1
34.08,43.97,7.92,potato,0
27.51,41.17,65.6,millet,1
23.11,50.5,70.1,cotton,1
30.09,75.46,208.55,banana,1
26.27,36.43,40.84,millet,1
29.16,50.41,88.32,sorghum,1
27.37,66.16,106.37,soybean,1
16.95,63.06,168.13,sorghum,0
14.95,76.89,80.8,sunflower,0
18.72,34.71,148.38,maize,0
8.53,27.36,46.38,banana,0
14.47,91.34,262.03,sugarcane,0
28.45,55.25,81.17,mango,1
16.3,71.07,150.51,groundnut,0
12.46,97.19,156.51,tomato,0
15.71,64.19,53.68,onion,1
27.88,43.73,35.02,millet,1
27.35,79.87,180.0,sugarcane,1
25.0,62.21,106.79,mango,1
26.49,49.65,66.28,sorghum,1
10.92,68.43,330.49,sorghum,0
41.07,71.59,21.19,rice,0
27.59,64.01,107.13,mango,1
26.31,67.41,87.43,soybean,1
18.09,72.4,97.21,potato,1
35.08,36.78,6.89,onion,0
10.78,105.61,293.17,sugarcane,0
25.6,51.82,73.97,sunflower,1
5.34,72.0,154.03,wheat,0
22.83,63.14,94.1,soybean,1
30.08,39.64,55.06,millet,1
40.34,72.33,193.22,soybean,0
26.81,79.54,215.03,rice,1
12.45,43.8,28.75,mustard,1
1.57,62.03,116.44,wheat,0
19.64,65.28,46.34,tomato,1
26.48,43.02,27.73,potato,0
7.85,40.27,332.85,groundnut,0
39.0,87.24,267.21,potato,0
27.94,48.96,55.69,sunflower,1
38.05,36.05,12.0,wheat,0
40.98,72.35,77.79,wheat,0
29.03,83.28,210.45,banana,1
36.12,31.09,75.92,maize,0
29.79,43.46,41.29,millet,1
23.99,52.13,64.86,sunflower,1
21.74,73.65,40.58,tomato,1
7.23,77.27,168.1,onion,0
36.62,26.84,15.66,sunflower,0
36.54,80.54,281.93,maize,0
39.76,39.31,33.45,mango,0
35.99,83.5,209.07,sugarcane,1
7.85,91.15,175.17,wheat,0
21.03,54.94,60.69,cotton,1
18.59,67.4,65.45,potato,1
31.78,44.93,42.53,millet,1
10.98,84.45,61.81,maize,0
27.61,56.85,92.2,groundnut,1
34.97,53.21,36.93,maize,0
19.51,84.98,42.72,millet,0
11.04,40.06,33.6,mustard,1
6.62,91.03,287.55,sugarcane,0
29.56,66.61,83.9,soybean,1
26.11,46.12,50.64,sorghum,1
42.95,83.35,336.23,wheat,0
39.99,32.46,0.0,mustard,0
29.28,48.54,59.45,sunflower,1
44.06,24.08,4.92,sunflower,0
33.38,70.87,196.88,rice,1
31.02,50.33,73.82,sorghum,1
7.01,74.71,125.44,wheat,0
31.27,46.61,71.2,cotton,1
18.52,71.61,174.41,sorghum,0
41.23,36.16,95.45,millet,0
34.3,41.23,48.18,millet,1
41.54,80.31,109.22,tomato,0
14.64,61.2,124.89,millet,0
18.16,73.28,62.92,potato,1
20.05,78.27,190.5,sugarcane,1
22.69,71.01,47.29,tomato,1
21.96,45.94,72.55,cotton,1
17.07,49.83,59.05,wheat,1
23.3,70.71,205.24,rice,1
29.2,95.47,317.96,millet,0
7.42,80.45,150.53,groundnut,0
22.76,59.26,34.83,onion,1
26.37,48.56,84.62,cotton,1
8.31,74.2,130.11,cotton,0
5.52,77.13,141.58,wheat,0
28.47,82.06,206.51,banana,1
8.08,56.42,126.04,wheat,0
37.52,28.67,4.76,sunflower,0
30.17,55.2,275.6,soybean,0
8.96,80.35,239.47,maize,0
25.62,55.53,97.58,groundnut,1
5.42,63.51,103.04,wheat,0
25.47,50.8,18.34,potato,0
20.95,70.35,44.04,tomato,1
18.95,69.68,41.88,tomato,1
0.8,59.86,130.43,mustard,0
42.7,22.38,258.23,millet,0
19.81,68.11,62.14,potato,1
32.11,77.3,201.45,rice,1
5.48,49.13,178.01,soybean,0
0.68,93.85,173.63,potato,0
7.57,87.56,230.22,maize,0
9.34,62.64,168.87,wheat,0
33.06,77.63,211.75,sugarcane,1
36.25,75.8,203.1,sugarcane,1
22.2,51.04,80.07,sunflower,1
33.91,50.66,85.77,sorghum,1
32.92,32.74,307.35,banana,0
9.27,54.58,213.26,sugarcane,0
28.63,46.92,54.11,sorghum,1
6.52,70.27,169.17,wheat,0
44.53,37.81,3.25,sunflower,0
25.2,51.54,94.8,cotton,1
20.62,57.51,35.25,onion,1
20.64,50.92,61.83,wheat,1
36.46,60.61,7.12,rice,0
5.3,75.31,172.4,sunflower,0
14.99,59.46,58.12,onion,1
20.75,72.49,213.93,rice,1
31.01,52.9,57.64,sorghum,1
26.65,84.42,187.17,banana,1
20.32,59.86,113.13,maize,1
23.61,51.63,99.64,groundnut,1
27.76,54.09,63.57,sorghum,1
26.14,64.55,50.18,groundnut,0
21.02,48.47,84.21,cotton,1
12.27,21.26,348.38,sunflower,0
18.6,43.18,223.68,sunflower,0
40.82,26.39,262.75,onion,0
13.26,63.44,61.95,onion,1
36.98,25.9,1.84,sunflower,0
35.06,39.88,158.17,sorghum,0
15.01,55.42,131.98,maize,0
11.89,50.44,154.16,millet,0
22.73,55.07,79.12,groundnut,1
48.74,53.81,84.15,rice,0
37.69,30.95,0.0,mustard,0
47.67,52.17,113.72,sugarcane,0
33.74,71.81,203.41,rice,1
8.73,105.33,242.97,sugarcane,0
24.4,40.23,51.42,mustard,1
31.19,51.5,67.43,sorghum,1
41.29,46.86,54.19,mango,0
12.6,95.57,304.17,banana,0
41.84,97.95,54.38,wheat,0
14.25,57.68,52.1,onion,1
38.55,44.67,19.79,groundnut,0
20.6,65.94,15.65,sugarcane,0
10.85,100.11,287.47,sugarcane,0
29.46,76.32,183.96,banana,1
10.66,69.2,150.49,millet,0
16.78,104.21,293.03,banana,0
10.35,74.77,118.21,sunflower,0
18.27,65.98,175.2,sorghum,0
20.5,54.29,56.28,wheat,1
22.16,69.3,94.6,soybean,1
16.87,48.26,58.3,wheat,1
6.17,85.91,242.98,rice,0
25.76,50.39,83.85,groundnut,1
25.82,58.2,103.29,maize,1
20.22,71.93,54.0,tomato,1
9.39,97.49,243.27,sugarcane,0
25.53,48.69,57.16,sunflower,1
34.71,78.94,110.78,cotton,0
33.08,27.95,9.78,wheat,0
32.51,80.36,218.6,banana,1
27.81,55.86,86.89,groundnut,1
43.25,32.93,32.94,groundnut,0
33.69,78.71,191.94,rice,1
6.95,76.3,122.61,sunflower,0
9.94,79.92,168.07,sunflower,0
5.97,96.79,33.67,cotton,0
18.83,76.73,181.33,potato,0
51.42,64.11,50.9,sugarcane,0
16.92,72.0,97.19,potato,1
31.08,51.62,97.32,cotton,1
23.3,67.47,109.85,soybean,1
19.09,58.64,100.42,maize,1
16.41,40.7,313.36,mango,0
18.19,49.16,45.97,wheat,1
45.26,55.28,126.6,sugarcane,0
37.91,37.96,24.36,maize,0
32.99,99.2,165.54,sunflower,0
23.36,68.28,80.5,soybean,1
10.92,67.6,111.91,wheat,0
14.37,73.64,137.45,sorghum,0
15.69,65.47,73.36,potato,1
28.99,58.31,83.15,mango,1
34.97,79.85,196.38,sugarcane,1
2.83,65.58,119.43,mustard,0
38.94,33.48,2.31,wheat,0
28.75,40.34,36.64,millet,1
11.54,66.02,126.85,cotton,0
25.9,54.27,57.87,sunflower,1
21.04,47.05,76.61,wheat,1
13.63,70.26,186.8,sunflower,0
10.24,80.93,195.62,groundnut,0
43.64,63.36,61.99,rice,0
37.31,37.33,6.15,sunflower,0
13.59,49.98,286.64,sugarcane,0
13.07,67.57,192.77,tomato,0
8.74,74.03,188.28,groundnut,0
19.47,49.01,63.09,rice,0
32.05,26.23,0.0,mustard,0
16.44,70.81,98.53,potato,1
24.43,66.9,36.57,onion,0
7.21,87.23,188.25,soybean,0
31.49,71.28,199.01,rice,1
26.15,65.53,63.5,tomato,1
20.14,83.09,202.63,sugarcane,1
6.23,101.08,273.56,sugarcane,0
28.39,56.13,98.83,groundnut,1
25.66,51.86,68.86,groundnut,1
16.79,83.68,153.93,mango,0
15.8,72.49,81.24,potato,1
34.0,44.84,35.88,potato,0
52.4,59.2,126.49,sugarcane,0
17.11,79.51,179.85,sorghum,0
19.23,74.32,70.72,tomato,1
48.6,11.41,8.93,millet,0
25.99,77.52,198.19,sugarcane,1
32.81,76.66,196.8,banana,1
27.6,54.94,51.64,sunflower,1
35.89,78.56,187.83,sugarcane,1
44.14,61.55,63.8,rice,0
27.36,78.73,202.96,rice,1
25.5,55.91,62.59,groundnut,1
36.22,45.36,19.92,maize,0
11.07,71.97,183.56,mango,0
35.01,81.74,203.28,sugarcane,1
12.53,72.38,145.22,groundnut,0
24.83,51.33,75.41,groundnut,1
10.04,103.91,243.47,rice,0
37.52,27.65,70.05,onion,0
29.29,68.88,89.15,soybean,1
28.54,81.4,212.8,sugarcane,1
25.93,66.74,88.14,soybean,1
35.42,77.43,93.95,sugarcane,0
43.15,23.59,18.53,sorghum,0
28.24,49.9,60.69,sunflower,1
28.4,56.32,91.77,groundnut,1
11.67,79.8,185.99,maize,0
25.69,77.52,213.28,rice,1
21.63,49.73,68.1,sunflower,1
28.19,79.96,197.42,banana,1
28.24,55.63,81.22,groundnut,1
21.81,45.38,50.37,sunflower,1
15.23,74.53,69.61,potato,1
29.5,77.7,180.53,banana,1
21.6,58.68,41.88,onion,1
30.4,84.15,195.52,banana,1
1.13,62.99,145.33,wheat,0
30.94,76.73,219.37,rice,1
20.76,62.83,137.97,maize,1
38.55,43.41,17.4,tomato,0
16.87,67.25,60.11,potato,1
33.72,82.93,212.57,banana,1
29.92,54.73,82.95,sorghum,1
32.1,37.71,33.47,millet,1
24.12,70.77,191.43,rice,1
13.43,96.27,306.02,rice,0
23.14,55.87,52.79,onion,1
41.07,30.12,2.21,sunflower,0
42.43,42.48,8.01,groundnut,0
15.01,66.59,127.61,millet,0
6.19,77.31,176.15,wheat,0
49.48,28.56,1.56,millet,0
31.32,83.17,188.14,banana,1
22.42,59.23,58.01,onion,1
19.1,43.26,46.5,mustard,1
11.02,78.1,137.24,mustard,0
30.31,45.28,71.29,cotton,1
5.49,86.77,146.65,onion,0
26.66,45.88,56.61,sunflower,1
3.19,70.99,202.8,maize,0
22.76,80.01,209.51,sugarcane,1
43.69,29.71,130.87,cotton,0
31.74,73.47,197.14,rice,1
28.54,62.41,117.41,maize,1
29.33,54.94,62.15,sorghum,1
34.98,41.14,62.28,mango,0
33.24,80.02,182.39,banana,1
33.37,76.13,208.77,rice,1
27.86,50.77,83.51,sunflower,1
30.97,16.59,0.0,mustard,0
29.08,24.5,166.68,mango,0
13.54,84.98,172.58,soybean,0
7.6,55.42,236.97,mustard,0
13.73,69.65,127.34,cotton,0
11.21,73.35,178.68,groundnut,0
17.94,39.26,190.97,maize,0
35.54,64.12,296.42,tomato,0
48.42,60.13,75.36,sugarcane,0
29.54,84.34,201.35,banana,1
24.5,74.61,40.48,tomato,1
24.53,53.06,96.57,groundnut,1
24.95,63.84,96.34,mango,1
-3.93,66.85,149.47,mustard,0
25.41,61.04,83.87,soybean,1
42.76,38.55,31.02,cotton,0
13.6,98.83,263.48,banana,0
28.01,39.19,52.31,millet,1
29.69,54.59,222.67,cotton,0
47.79,52.33,61.26,rice,0
18.08,61.59,42.81,onion,1
24.83,79.06,211.49,sugarcane,1
16.43,51.6,48.84,wheat,1
40.45,25.01,0.55,sunflower,0
31.48,24.7,0.0,mustard,0
42.12,62.38,78.31,banana,0
26.79,51.47,63.38,sorghum,1
23.75,48.92,78.68,sunflower,1
26.47,80.24,193.5,banana,1
26.81,40.27,31.32,millet,1
19.65,41.5,20.25,mustard,1
27.18,53.17,4.47,potato,0
10.55,82.84,158.61,tomato,0
28.89,60.49,81.44,mango,1
31.44,75.39,211.15,rice,1
2.18,83.03,145.42,potato,0
31.28,50.2,61.83,sorghum,1
9.17,65.48,120.99,groundnut,0
30.68,50.1,51.82,sorghum,1
28.13,77.48,182.29,rice,1
5.62,77.96,122.49,onion,0
5.9,100.12,259.4,sugarcane,0
25.7,46.47,86.21,cotton,1
27.55,65.27,90.06,soybean,1
29.33,52.69,59.81,sorghum,1
5.37,97.94,262.89,rice,0
30.82,53.42,76.28,sorghum,1
30.06,53.8,81.12,cotton,1
9.14,79.28,236.53,maize,0
38.57,36.9,298.53,mango,0
39.3,38.27,251.08,soybean,0
38.44,36.27,52.24,maize,0
24.33,71.24,207.55,rice,1
26.36,84.0,188.35,banana,1
22.32,50.87,96.49,cotton,1
12.52,49.0,27.04,mustard,1
23.6,51.78,73.69,cotton,1
30.69,92.12,66.88,soybean,0
25.05,67.03,99.31,soybean,1
13.76,73.16,196.91,groundnut,0
31.72,69.32,113.31,cotton,0
30.67,31.45,0.0,mustard,0
20.93,53.76,63.38,sunflower,1
27.0,47.98,79.47,sorghum,1
30.04,48.85,83.24,cotton,1
10.05,65.97,176.98,cotton,0
21.06,41.9,22.52,mustard,1
25.85,44.46,21.68,potato,0
10.66,88.52,180.33,maize,0
30.8,82.65,200.07,sugarcane,1
28.33,63.69,86.67,mango,1
32.22,45.26,8.15,onion,0
29.51,51.82,94.27,banana,0
24.4,82.81,193.45,sugarcane,1
15.45,73.41,99.72,potato,1
8.96,95.34,177.45,tomato,0
40.26,38.46,75.17,maize,0
26.38,64.5,119.58,mango,1
44.51,60.86,30.3,sugarcane,0
27.44,77.47,208.34,onion,0
32.66,39.71,67.9,millet,1
29.54,59.18,98.96,mango,1
27.85,64.25,99.74,soybean,1
18.19,47.35,39.65,mustard,1
-0.08,58.99,112.05,mustard,0
36.48,82.63,214.47,sugarcane,1
37.31,25.75,0.0,mustard,0
29.0,59.49,61.64,groundnut,1
14.76,60.73,62.89,onion,1
38.71,38.88,199.84,millet,0
18.0,53.16,54.73,wheat,1
24.0,50.67,61.96,sunflower,1
36.25,34.69,20.13,maize,0
22.12,68.71,46.83,tomato,1
34.09,31.08,18.51,wheat,0
42.66,50.72,42.62,soybean,0
24.99,51.77,77.63,groundnut,1
23.95,45.04,59.17,sunflower,1
25.98,65.43,81.82,soybean,1
31.66,47.09,57.84,sorghum,1
34.03,35.0,13.89,wheat,0
6.57,78.92,139.89,sunflower,0
18.06,59.64,56.34,onion,1
20.7,60.4,34.38,onion,1
36.18,33.62,8.03,wheat,0
37.71,20.59,16.14,wheat,0
18.87,72.6,77.2,potato,1
25.82,81.29,207.51,sunflower,0
26.54,70.29,193.45,rice,1
19.29,74.7,59.79,tomato,1
16.96,42.05,59.84,mustard,1
14.49,69.83,198.72,groundnut,0
27.78,54.11,89.84,cotton,1
30.01,75.09,191.18,sugarcane,1
35.26,37.94,61.2,maize,0
16.89,71.08,94.42,potato,1
41.79,38.7,29.04,mango,0
1.0,83.15,197.39,potato,0
29.79,78.58,209.61,banana,1
13.25,73.55,199.57,mango,0
9.83,83.02,133.21,soybean,0
36.54,46.11,38.78,soybean,0
47.42,55.52,119.31,rice,0
11.84,88.18,143.66,tomato,0
22.89,45.14,13.7,sorghum,0
25.01,79.81,189.68,sugarcane,1
14.05,63.73,67.71,onion,1
40.14,46.33,4.57,tomato,0
16.67,83.03,156.64,mango,0
7.08,68.2,178.48,sunflower,0
19.91,60.16,315.68,wheat,0
23.13,67.16,99.68,soybean,1
12.91,81.51,174.8,soybean,0
29.32,20.11,127.26,potato,0
29.77,61.08,86.19,mango,1
23.43,79.05,214.39,rice,1
20.62,56.13,44.35,onion,1
21.27,45.96,79.72,sunflower,1
13.41,73.75,113.32,soybean,0
31.08,38.15,11.81,onion,0
37.95,60.37,104.97,millet,0
35.04,45.31,0.98,maize,0
38.32,27.13,25.85,mustard,0
1.89,72.33,106.19,mustard,0
25.14,51.66,71.92,sunflower,1
6.98,91.26,188.21,soybean,0
13.15,64.97,65.62,onion,1
20.53,24.8,266.17,mustard,0
8.17,66.06,122.43,wheat,0
34.22,66.67,106.78,tomato,0
17.92,65.1,230.41,soybean,0
32.02,48.85,54.6,sorghum,1
25.43,79.88,217.12,sugarcane,1
16.14,74.21,91.91,potato,1
49.79,69.58,63.72,banana,0
28.48,64.44,70.69,soybean,1
5.56,81.17,144.74,potato,0
37.61,30.85,262.53,wheat,0
26.18,81.0,195.0,sugarcane,1
42.01,91.46,250.22,soybean,0
9.6,98.34,311.91,rice,0
14.23,109.03,302.05,sugarcane,0
13.03,40.81,27.73,mustard,1
28.05,59.29,82.67,mango,1
42.97,20.21,3.44,sorghum,0
31.38,45.08,74.27,cotton,1
28.89,51.65,56.06,sorghum,1
36.75,53.74,46.07,soybean,0
20.89,50.0,53.8,wheat,1
7.59,77.34,165.68,wheat,0
16.65,72.44,160.63,banana,0
42.05,24.8,24.28,sorghum,0
31.37,24.01,8.18,wheat,0
20.78,61.27,70.54,soybean,1
39.85,76.23,263.61,millet,0
32.43,81.28,197.92,banana,1
34.01,62.27,74.86,sunflower,0
25.43,47.54,13.41,potato,0
25.74,40.85,32.17,millet,1
15.48,70.14,66.72,potato,1
48.32,46.86,15.45,rice,0
23.34,51.0,67.73,groundnut,1
22.22,53.22,59.56,sunflower,1
18.88,45.85,76.05,wheat,1
42.43,49.67,45.87,soybean,0
15.48,70.37,65.28,potato,1
39.44,18.08,0.0,mustard,0
7.13,74.19,122.03,wheat,0
26.75,78.61,200.75,sugarcane,1
29.45,55.81,89.29,mango,1
26.52,47.6,72.8,sorghum,1
29.32,48.09,82.07,cotton,1
30.42,27.35,0.0,mustard,0
18.51,66.68,60.95,potato,1
26.88,60.04,95.6,mango,1
42.29,34.35,39.32,mango,0
24.85,63.58,85.63,mango,1
31.46,40.93,30.53,potato,0
44.8,80.21,168.4,tomato,0
23.27,56.8,85.4,groundnut,1
-0.74,63.59,100.3,mustard,0
32.82,44.51,9.07,potato,0
13.74,68.58,98.49,millet,0
29.83,46.36,61.49,sunflower,1
4.32,58.96,129.84,mustard,0
26.21,79.2,186.11,banana,1
6.91,96.57,182.54,potato,0
41.46,62.43,122.18,banana,0
38.38,17.09,0.0,mustard,0
31.05,84.05,190.68,sugarcane,1
16.73,67.94,79.44,potato,1
28.8,54.95,88.06,groundnut,1
-1.42,83.15,167.8,onion,0
38.54,31.62,41.92,mango,0
45.21,65.64,36.95,sugarcane,0
27.07,79.55,185.28,banana,1
40.84,55.98,283.44,rice,0
48.91,64.4,82.88,banana,0
10.14,74.83,184.85,mango,0
23.18,54.55,72.18,wheat,1
32.31,46.25,3.93,onion,0
13.28,73.45,170.11,mango,0
19.57,67.64,89.26,potato,1
24.1,54.3,76.73,sunflower,1
38.55,38.04,2.99,onion,0
29.75,55.07,83.13,groundnut,1
31.37,76.91,205.84,rice,1
23.11,76.04,172.2,maize,0
22.22,58.78,97.78,groundnut,1
28.06,53.27,66.59,cotton,1
15.86,56.56,43.99,onion,1
17.25,73.11,95.27,potato,1
30.25,77.96,185.75,banana,1
14.48,41.68,39.71,mustard,1
29.38,53.28,66.26,sunflower,1
14.94,57.7,126.56,millet,0
24.75,59.41,115.68,mango,1
39.34,80.84,109.14,cotton,0
20.78,69.12,103.66,soybean,1
19.53,60.92,105.39,maize,1
34.04,82.64,198.75,banana,1
30.94,43.94,38.67,millet,1
11.44,86.74,170.09,soybean,0
14.05,83.92,200.77,soybean,0
28.01,76.01,189.11,banana,1
29.51,85.0,94.47,cotton,0
10.55,62.83,136.67,millet,0
23.68,70.42,72.45,tomato,1
43.02,28.2,35.22,groundnut,0
36.56,46.7,31.21,soybean,0
7.92,81.31,183.96,soybean,0
23.78,54.2,62.65,groundnut,1
25.61,76.57,207.57,sugarcane,1
16.3,71.34,84.71,potato,1
17.55,59.59,40.15,onion,1
42.63,39.26,25.09,soybean,0
20.98,52.03,41.95,wheat,1
23.07,66.61,103.44,soybean,1
7.17,53.74,44.23,banana,0
24.71,78.48,208.79,rice,1
28.62,36.71,156.88,sugarcane,0
39.89,34.4,0.78,groundnut,0
6.06,81.34,30.95,cotton,0
15.19,60.57,258.82,potato,0
20.09,57.78,245.99,sunflower,0
26.32,57.63,88.9,groundnut,1
24.96,53.56,77.24,cotton,1
25.35,23.52,302.02,wheat,0
31.72,42.7,50.8,millet,1
37.44,26.14,15.76,wheat,0
10.31,24.27,247.07,soybean,0
13.6,102.45,277.0,sugarcane,0
26.62,45.31,83.28,sorghum,1
41.8,48.34,32.89,mango,0
20.1,74.86,168.0,sorghum,0
14.45,100.35,301.13,rice,0
13.28,63.34,328.62,sorghum,0
49.68,57.01,56.26,rice,0
3.91,72.69,166.76,wheat,0
21.2,58.79,60.44,onion,1
37.15,82.16,212.44,mustard,0
24.12,67.41,103.37,soybean,1
34.31,81.1,196.99,banana,1
35.1,81.52,211.6,sugarcane,1
7.21,95.37,112.44,tomato,0
39.65,36.65,34.3,soybean,0
28.67,52.41,61.53,sunflower,1
11.76,103.37,258.65,sugarcane,0
29.81,49.46,64.77,sorghum,1
47.44,12.37,1.29,millet,0
1.37,75.47,160.25,wheat,0
44.47,53.18,112.53,sugarcane,0
23.0,48.85,72.77,cotton,1
29.51,72.64,199.54,rice,1
24.95,47.78,58.09,sunflower,1
38.5,29.01,25.77,groundnut,0
28.85,78.71,32.98,cotton,0
44.54,84.12,243.7,sorghum,0
40.96,49.62,21.99,mango,0
34.23,84.9,212.78,banana,1
25.74,55.39,81.38,mango,1
24.59,60.95,95.0,soybean,1
19.82,60.65,36.9,onion,1
5.09,74.13,106.3,onion,0
7.29,85.15,100.71,tomato,0
14.48,103.27,272.15,banana,0
26.97,58.98,115.92,mango,1
19.11,60.4,68.32,onion,1
40.93,33.93,18.18,cotton,0
25.59,72.59,342.96,mango,0
18.95,46.5,206.2,cotton,0
42.73,48.49,233.34,millet,0
34.14,45.68,9.5,tomato,0
15.53,46.96,55.32,mustard,1
48.95,26.05,9.39,millet,0
25.16,45.21,93.06,cotton,1
26.06,50.86,77.13,sorghum,1
7.45,86.15,140.59,potato,0
47.38,32.14,5.32,sorghum,0
34.42,38.27,8.14,wheat,0
29.75,60.16,103.8,soybean,1
24.52,59.03,113.98,maize,1
28.15,47.1,75.36,cotton,1
27.82,50.23,81.29,sorghum,1
43.75,45.56,148.93,rice,0
8.85,67.39,135.66,wheat,0
10.8,77.06,191.61,maize,0
13.46,90.01,290.8,rice,0
26.17,46.66,56.1,sorghum,1
12.78,93.67,280.82,mango,0
33.86,40.5,16.47,tomato,0
25.72,74.38,60.37,tomato,1
22.83,70.33,79.89,tomato,1
22.98,58.3,104.53,maize,1
28.69,80.09,219.35,banana,1
27.04,52.22,76.33,cotton,1
12.98,84.8,144.07,tomato,0
23.07,75.85,215.25,sugarcane,1
13.03,57.89,119.67,millet,0
29.21,69.5,106.43,soybean,1
21.45,52.61,69.11,sunflower,1
26.19,49.37,66.6,sorghum,1
22.75,52.58,95.17,groundnut,1
38.54,18.69,0.0,mustard,0
20.26,51.91,62.3,millet,0
28.36,51.05,86.77,sunflower,1
14.29,91.63,278.87,sugarcane,0
22.74,62.69,80.02,soybean,1
21.44,64.64,102.3,maize,1
26.07,49.63,87.45,sorghum,1
26.96,45.65,83.88,cotton,1
33.13,21.16,9.04,wheat,0
32.5,53.27,64.32,sorghum,1
22.77,48.82,21.71,mustard,1
17.69,66.84,62.45,potato,1
9.53,87.54,116.55,tomato,0
29.43,78.62,193.6,banana,1
5.7,77.64,253.43,groundnut,0
28.92,54.87,71.64,groundnut,1
19.86,45.85,45.61,mustard,1
40.91,39.13,59.91,maize,0
11.23,66.76,148.02,millet,0
18.67,78.58,139.97,sorghum,0
12.59,51.05,148.29,sorghum,0
29.69,49.5,67.96,sorghum,1
23.43,55.97,126.36,maize,1
37.68,59.8,12.54,tomato,0
50.05,69.39,71.99,sugarcane,0
23.61,48.43,74.6,sunflower,1
22.63,53.84,97.09,cotton,1
22.79,75.95,207.01,rice,1
14.73,69.45,123.61,cotton,0
20.87,58.89,41.04,onion,1
30.42,27.21,0.0,mustard,0
10.06,62.14,59.71,maize,0
11.23,87.77,100.35,tomato,0
36.33,40.47,126.74,sugarcane,0
17.76,97.62,315.76,banana,0
14.97,99.53,190.28,wheat,0
37.44,49.64,105.09,groundnut,0
13.37,95.81,209.21,potato,0
26.53,37.77,47.93,tomato,0
29.48,76.54,194.94,sugarcane,1
43.56,27.04,28.77,cotton,0
23.45,39.6,211.14,soybean,0
3.91,83.62,180.13,potato,0
25.71,46.82,92.46,cotton,1
30.55,20.34,126.73,sugarcane,0
29.89,52.53,66.23,cotton,1
5.08,96.3,134.83,potato,0
27.88,51.44,76.31,groundnut,1
42.36,47.93,31.56,rice,0
43.64,12.95,1.5,millet,0
41.69,29.4,9.23,sunflower,0
18.34,106.76,275.52,banana,0
29.39,57.92,84.39,mango,1
28.72,51.35,59.65,sunflower,1
35.4,45.82,2.98,onion,0
33.59,42.51,41.18,millet,1
26.49,60.25,138.28,maize,1
23.29,51.95,99.19,groundnut,1
9.54,90.62,189.16,soybean,0
52.51,55.36,154.12,sugarcane,0
20.1,63.24,48.14,onion,1
41.64,36.27,5.93,cotton,0
13.25,64.63,148.75,millet,0
30.37,20.56,127.74,sugarcane,0
38.39,22.64,133.89,sugarcane,0
41.36,21.56,21.75,sorghum,0
9.09,34.85,178.98,mango,0
5.47,89.89,175.93,maize,0
40.51,51.67,158.21,rice,0
32.41,41.04,66.41,millet,1
23.08,57.64,71.72,groundnut,1
39.94,34.1,13.1,mango,0
33.05,48.57,56.34,sorghum,1
31.01,48.34,60.02,sorghum,1
27.03,40.54,68.7,millet,1
22.13,62.19,48.1,onion,1
10.79,35.25,209.78,rice,0
28.28,56.52,117.45,mango,1
26.06,51.3,78.52,sorghum,1
-4.68,56.17,81.35,mustard,0
36.36,39.26,16.43,wheat,0
23.34,57.4,98.21,groundnut,1
43.51,42.52,99.86,onion,0
32.95,54.66,74.08,sorghum,1
29.64,50.91,61.61,sunflower,1
40.55,27.93,3.14,millet,0
47.95,21.17,6.9,millet,0
31.86,40.96,62.79,millet,1
12.1,95.88,174.46,sunflower,0
12.89,46.12,27.85,mustard,1
16.74,60.39,37.59,onion,1
28.28,57.02,87.97,mango,1
17.09,40.6,49.3,mustard,1
33.28,37.62,8.07,onion,0
